1
1000 100000
345 867 1
264 598 2
606 890 2
2 729 2
102 762 1
269 781 1
849 975 2
682 998 1
339 682 2
709 751 1
29 831 2
90 445 1
397 593 1
456 513 2
617 861 2
827 928 1
418 631 2
13 436 1
264 918 2
358 797 1
184 490 2
639 822 2
916 960 2
423 981 2
499 617 1
376 771 1
122 796 2
60 134 2
446 548 1
462 776 2
807 977 2
12 986 1
3 117 2
714 722 1
204 295 2
68 116 1
71 710 1
597 782 1
389 629 1
53 165 1
593 748 1
16 455 1
155 537 1
90 554 1
405 978 1
467 609 2
142 975 1
172 552 2
835 869 1
257 720 2
200 477 1
707 810 2
224 650 1
327 593 2
221 547 1
18 331 1
188 579 2
339 975 1
678 813 2
534 908 1
396 572 2
56 954 2
334 806 1
761 998 2
562 602 2
689 924 2
225 683 1
128 443 1
216 712 1
436 535 1
128 678 1
657 861 2
688 697 1
489 493 1
415 553 2
602 887 1
423 710 1
193 405 1
167 186 2
696 1000 1
677 760 2
707 754 1
182 959 2
318 646 2
588 770 1
39 92 2
427 457 1
47 713 1
169 770 2
135 416 2
7 77 2
181 384 2
457 769 1
75 129 1
185 280 2
430 455 1
16 181 2
236 287 1
449 898 1
606 925 1
597 780 1
145 922 2
187 728 1
125 607 1
301 696 1
815 929 2
34 786 2
328 997 1
901 962 2
53 387 2
761 950 1
524 733 1
83 429 2
505 952 2
500 578 1
736 940 2
176 682 2
600 671 2
982 984 2
103 653 2
293 936 2
489 900 1
415 920 2
80 818 2
676 756 1
535 638 1
884 931 1
628 783 2
135 234 1
25 85 2
155 780 2
142 218 2
78 532 2
508 596 2
132 522 2
93 401 2
49 912 2
187 610 2
79 763 2
327 614 2
35 718 1
263 646 1
24 857 2
137 814 1
441 535 1
168 908 1
764 936 1
100 570 1
529 749 2
139 604 2
752 771 1
639 740 1
515 946 1
17 770 2
380 789 2
512 680 1
302 946 1
175 429 2
877 970 1
4 524 1
602 753 1
123 601 2
144 964 1
28 454 2
377 745 1
411 656 2
154 807 1
130 894 2
163 492 1
519 574 2
122 667 2
663 684 2
472 751 1
23 221 2
161 518 2
929 986 1
102 845 1
667 702 1
213 271 2
228 939 2
18 970 2
166 656 1
151 805 2
419 569 2
400 894 1
423 737 1
175 944 2
401 673 1
700 703 2
490 561 1
40 691 1
103 558 2
618 730 2
467 989 1
355 516 2
329 561 1
571 687 1
85 681 2
90 920 2
505 651 2
584 997 1
127 593 1
595 972 2
436 719 2
258 382 1
174 938 2
64 692 2
736 752 2
188 416 2
23 752 2
124 301 2
78 417 2
19 770 1
680 684 2
325 537 2
125 325 1
379 443 2
909 912 2
672 961 1
140 423 2
299 546 2
40 712 2
557 812 2
628 665 1
549 990 1
30 92 2
533 852 1
544 607 2
188 287 1
543 876 2
378 675 2
407 556 2
232 669 1
6 529 1
265 302 1
451 643 1
125 544 1
421 515 1
93 360 2
154 734 2
908 939 2
421 916 1
772 907 2
71 199 1
61 660 1
705 876 1
306 761 2
695 959 2
259 674 1
279 488 1
323 752 2
472 712 2
438 820 1
227 357 1
802 882 1
37 882 2
320 812 2
556 720 2
955 998 1
293 543 1
720 981 1
66 290 1
180 267 1
152 243 1
259 265 1
221 298 1
651 982 2
53 139 1
73 230 1
417 615 1
495 709 1
122 512 2
168 782 2
7 904 2
367 415 1
193 593 1
775 891 1
379 563 1
378 764 1
64 489 1
511 737 2
78 347 2
445 556 1
208 497 1
131 788 1
119 484 2
310 664 1
13 412 2
311 664 1
370 992 1
465 520 2
713 837 2
238 604 1
489 498 1
525 661 1
264 720 2
140 849 2
367 719 2
525 705 2
358 910 2
98 896 2
375 564 1
795 868 2
382 993 2
254 704 2
31 807 1
653 727 1
120 606 1
667 873 2
736 921 1
775 978 2
134 560 1
125 569 2
105 228 1
847 926 2
145 491 2
368 716 2
366 909 1
247 968 2
307 421 1
148 192 2
794 809 2
23 817 1
444 776 1
140 392 1
435 844 1
314 809 1
874 946 2
576 936 2
43 132 2
551 848 1
494 761 2
291 965 2
698 888 1
158 637 2
802 861 2
101 815 1
399 979 1
146 568 2
220 350 2
172 829 1
262 424 2
113 620 1
293 650 1
172 677 1
626 671 1
593 976 2
85 396 1
136 781 1
338 434 2
116 226 1
278 532 2
32 39 1
658 975 2
369 659 1
175 671 1
800 960 1
302 799 2
32 765 2
143 294 1
344 842 2
306 817 1
382 792 2
148 296 1
59 775 2
630 925 2
168 881 1
798 969 2
28 606 2
315 531 2
268 617 1
323 976 1
643 705 2
162 193 1
64 855 2
549 692 1
238 788 1
854 869 1
619 803 2
535 770 1
567 768 2
835 978 1
189 988 1
57 663 1
44 682 1
17 292 1
92 866 2
368 438 1
22 288 2
27 138 1
375 487 1
745 876 2
368 728 2
603 645 1
192 458 1
330 388 2
68 694 1
448 867 2
259 476 1
424 755 2
60 343 1
196 286 1
154 963 2
334 945 1
133 980 1
66 396 2
426 817 2
52 507 1
365 880 1
31 188 1
188 839 2
146 773 1
226 839 1
215 713 2
194 447 2
607 679 2
484 805 1
792 909 2
652 740 2
433 963 2
587 951 2
37 762 2
26 938 1
46 738 1
84 711 1
18 400 1
177 371 2
241 679 1
268 861 1
353 591 1
116 709 1
40 620 1
71 694 1
358 820 1
308 820 1
382 707 2
484 829 2
94 815 2
209 400 2
47 565 1
187 613 2
138 313 2
177 616 2
169 784 2
402 541 2
478 498 1
327 517 1
657 858 2
47 193 2
84 265 1
547 579 2
841 913 1
359 883 2
365 854 1
77 333 2
475 779 2
491 987 2
839 968 1
315 320 2
370 430 2
333 946 1
13 685 2
119 889 2
88 717 2
339 860 1
422 478 1
770 861 1
224 866 1
126 301 2
6 519 1
292 893 2
6 60 2
240 530 2
175 245 1
243 387 1
506 977 2
537 996 2
57 973 1
399 548 2
536 653 1
181 699 2
76 121 2
650 655 2
826 926 1
542 946 1
150 483 2
502 614 1
543 748 1
435 939 2
759 881 2
107 225 2
890 919 1
406 729 1
143 655 1
2 983 1
582 776 2
698 755 1
645 737 1
516 683 2
507 557 2
151 703 1
108 216 2
251 322 2
21 908 1
96 311 1
423 991 1
235 427 1
499 833 1
614 973 1
179 512 2
771 954 2
895 917 2
328 580 1
420 845 1
387 626 1
321 764 1
711 841 2
362 681 1
705 714 2
275 722 2
2 538 1
953 964 2
678 973 2
391 850 2
143 515 2
298 571 1
359 996 2
813 956 2
221 441 1
34 313 1
243 650 1
318 751 2
410 628 1
844 871 2
716 799 2
563 973 2
115 775 2
586 985 1
815 838 2
333 979 1
308 699 1
91 135 1
336 989 1
603 655 2
647 672 2
440 559 1
439 454 2
106 732 1
124 507 2
195 288 1
701 728 1
313 842 1
404 479 1
938 990 1
151 784 2
42 874 2
717 945 2
139 597 1
171 650 1
352 900 2
710 749 2
317 624 1
618 730 1
339 890 1
113 906 1
688 731 2
109 260 2
400 828 2
491 523 2
388 919 2
636 728 1
289 617 2
633 878 2
18 347 2
574 779 2
299 354 2
302 710 1
93 445 2
605 977 1
566 788 2
161 867 1
195 308 1
90 402 1
461 540 1
4 104 2
256 261 1
192 299 1
470 484 2
103 834 2
445 512 1
132 871 2
578 738 2
141 500 2
198 219 1
559 625 2
122 261 1
193 632 1
133 726 2
158 782 2
553 965 1
627 675 1
536 793 1
199 309 1
47 881 1
6 476 2
158 807 1
372 446 1
128 361 2
667 751 2
316 626 2
322 914 2
1 612 2
605 662 1
252 415 2
104 144 2
843 942 1
146 149 2
136 754 1
612 720 2
701 938 2
450 842 1
580 680 1
377 942 2
82 855 2
269 486 2
508 885 1
724 797 1
16 450 2
295 653 2
132 758 1
308 759 2
769 908 2
5 611 1
446 564 2
384 673 2
483 846 2
221 390 2
651 675 1
830 907 2
210 330 2
600 921 2
486 774 2
508 858 2
65 664 2
612 919 2
123 835 1
230 256 2
220 310 2
113 826 2
89 215 1
337 510 1
220 971 1
192 776 2
676 866 1
608 896 2
183 881 2
341 709 2
526 567 2
39 450 1
430 456 1
4 957 1
595 710 1
773 994 2
34 907 2
777 945 2
342 358 1
545 604 2
402 792 1
210 679 1
62 543 2
823 965 2
206 521 1
289 501 2
439 827 1
222 702 1
50 128 1
620 959 2
607 895 2
749 890 1
644 653 2
596 694 1
460 697 2
101 440 2
837 855 2
75 676 2
171 560 2
72 845 2
504 605 1
57 254 2
206 890 2
23 55 1
494 632 1
358 697 2
154 912 1
64 716 1
139 803 1
398 681 2
252 327 1
498 948 2
816 942 1
38 898 2
83 636 2
322 532 1
382 596 1
240 729 1
356 954 2
284 668 2
319 533 1
207 611 2
493 982 1
715 908 2
887 900 2
129 412 2
233 840 2
342 591 2
94 397 1
738 932 1
29 558 2
45 774 2
215 262 1
846 968 1
265 702 2
618 780 1
151 259 1
256 503 1
152 230 1
334 903 2
561 975 2
487 999 2
356 522 2
98 891 1
163 236 1
265 335 1
23 683 1
128 420 1
73 384 1
449 592 2
782 918 1
663 888 2
363 981 2
163 630 2
430 533 1
43 778 2
146 728 2
425 833 2
130 490 2
407 631 2
865 934 2
693 953 1
430 505 2
10 162 1
121 208 1
568 990 1
393 709 2
750 921 1
106 664 1
196 561 1
390 919 2
3 574 2
256 709 1
838 957 1
407 882 2
485 767 2
3 62 1
208 810 2
493 634 2
617 721 2
331 801 2
145 150 1
619 638 1
241 937 1
58 658 2
623 738 1
176 478 2
196 252 2
252 462 2
152 814 1
101 262 2
101 197 2
753 915 2
201 308 1
757 918 1
106 323 2
287 839 1
244 433 2
822 926 2
401 986 1
97 553 2
839 974 2
391 577 1
608 916 1
143 318 2
236 918 2
180 286 1
582 624 1
14 413 2
198 736 1
352 652 1
369 505 1
635 903 2
47 518 1
434 671 1
236 910 2
150 788 2
83 877 1
255 955 2
225 358 1
132 168 1
172 784 1
723 734 1
506 891 2
604 607 2
98 646 2
2 458 2
156 475 1
93 638 1
201 389 2
411 734 1
753 854 1
236 644 2
72 811 1
87 543 2
349 454 1
510 942 2
231 734 1
193 987 1
180 214 1
704 897 1
383 520 2
490 750 2
791 843 2
37 745 1
297 779 2
78 180 1
31 353 2
340 641 2
623 787 1
321 867 1
383 961 1
250 986 2
118 288 1
112 184 2
786 882 1
344 623 2
39 935 2
63 590 2
650 856 1
7 154 2
384 785 2
113 553 2
397 455 1
190 514 2
358 731 2
118 151 2
60 516 2
267 888 2
338 776 2
282 717 2
350 544 2
831 835 2
60 894 2
259 455 2
22 413 1
303 328 1
261 324 2
300 815 2
18 609 1
543 769 1
47 119 1
127 449 2
810 980 2
178 784 1
134 816 1
359 380 1
448 838 1
93 282 1
417 786 2
209 778 1
152 299 2
554 729 1
355 550 1
115 825 1
421 973 1
53 182 1
2 664 1
358 972 1
462 574 1
254 782 2
441 804 1
2 98 1
312 867 1
558 835 1
599 988 1
628 935 1
231 280 1
48 364 1
151 764 1
41 881 1
518 881 2
44 192 1
753 986 2
535 758 1
430 580 2
483 735 2
332 578 1
219 787 2
249 959 2
7 605 1
16 824 2
479 550 2
665 696 2
112 299 2
412 809 1
170 731 2
331 389 2
417 460 2
175 324 1
764 765 1
716 958 1
263 669 2
391 544 1
782 997 2
413 521 1
264 516 2
112 459 2
549 740 1
536 800 1
328 545 2
26 304 2
100 634 2
66 310 2
153 629 2
351 642 1
222 890 2
103 201 1
40 263 1
576 973 2
243 485 1
199 263 2
144 460 1
685 725 1
509 984 2
473 556 1
414 515 1
827 906 2
171 518 2
10 651 1
160 559 2
218 249 2
96 537 2
104 868 2
508 686 1
358 444 1
205 692 2
232 282 1
731 881 2
164 720 2
154 937 1
348 590 2
290 564 2
20 988 1
322 541 1
33 803 1
123 835 2
573 631 2
892 913 1
285 494 1
801 879 2
553 645 2
88 121 2
413 578 2
428 465 2
251 468 1
434 897 2
375 587 2
802 925 1
8 386 1
965 975 1
112 711 1
117 336 2
247 863 1
57 630 2
650 727 2
290 452 1
262 961 1
88 901 2
433 912 2
660 709 1
212 325 2
150 582 2
363 999 1
537 539 1
647 829 2
190 583 2
228 425 1
204 509 2
194 436 2
331 670 2
20 738 1
84 777 1
504 873 2
274 546 2
41 86 2
420 673 1
431 654 2
539 686 1
222 503 2
511 932 2
213 552 2
46 810 1
372 391 1
846 988 1
471 841 2
259 421 1
516 908 2
17 708 1
522 746 2
100 930 2
388 463 1
748 894 2
605 709 2
180 461 1
103 812 1
576 579 2
112 737 2
309 883 1
96 493 2
791 793 1
572 661 1
257 688 1
47 117 1
406 662 1
315 979 2
841 989 2
200 564 2
274 821 2
62 738 2
578 775 1
376 536 2
624 849 1
51 145 1
122 192 1
117 320 2
107 793 1
80 550 2
850 978 1
619 945 2
100 479 2
344 768 2
25 299 1
212 454 1
244 952 1
704 768 2
191 588 2
51 184 2
405 996 2
346 663 2
248 660 2
170 967 2
156 801 2
546 708 2
856 907 1
115 444 2
285 557 1
104 933 2
293 833 2
39 922 1
16 665 2
714 883 1
17 506 1
688 969 2
556 719 1
114 486 2
56 990 1
642 915 1
350 845 2
77 166 2
71 216 2
612 777 1
746 873 1
12 621 2
633 969 1
385 652 1
321 374 1
254 555 1
562 812 2
573 645 1
676 894 2
36 578 2
319 596 2
668 898 2
457 613 2
277 438 2
518 844 1
490 790 1
210 999 1
255 918 1
791 856 1
29 936 2
366 763 2
171 881 1
280 412 1
135 180 2
241 315 1
618 861 1
123 485 1
751 776 2
481 573 2
253 977 2
686 806 1
333 420 1
763 895 2
243 877 2
36 813 2
436 479 2
116 858 2
941 969 2
83 584 2
504 640 1
681 726 1
420 754 2
211 970 2
59 230 1
221 469 1
72 769 2
343 855 2
238 698 1
170 915 2
24 73 2
21 189 2
86 948 1
209 761 1
159 312 2
4 63 1
160 596 1
567 670 2
169 298 1
127 768 2
760 973 2
457 891 1
636 658 1
706 816 2
130 964 2
88 873 2
271 576 2
305 867 1
57 881 2
285 432 1
50 744 1
530 671 1
49 380 1
492 552 1
462 597 1
116 726 2
208 724 1
379 778 2
199 395 1
831 872 1
316 735 1
585 834 2
113 721 1
393 789 1
55 716 2
471 978 2
27 59 2
60 121 2
395 630 2
100 561 2
145 682 2
13 401 1
324 827 1
348 556 1
123 662 1
322 589 1
357 793 1
570 611 1
529 1000 2
364 659 2
346 738 1
703 762 2
143 650 2
166 238 1
303 984 1
493 876 2
574 949 2
339 870 1
505 508 2
315 421 1
23 753 1
715 804 2
560 808 1
168 171 2
327 536 2
39 706 1
465 634 2
560 591 2
148 346 1
629 716 2
143 664 2
79 671 2
205 366 2
214 233 1
154 433 1
423 600 2
293 358 1
66 882 1
170 899 2
575 642 2
201 753 2
771 821 2
644 980 2
126 472 1
24 870 1
100 838 1
221 938 1
878 969 1
270 840 2
219 876 2
107 373 2
523 600 2
108 592 1
454 571 1
89 843 1
550 930 1
458 477 1
316 592 1
34 687 1
560 827 2
853 979 2
107 723 1
2 537 2
138 710 1
163 748 2
987 994 2
209 563 1
319 974 2
87 732 2
182 207 2
362 611 2
93 802 1
313 844 1
533 709 1
206 285 2
360 584 1
250 897 2
7 18 2
175 987 2
35 766 1
685 817 1
149 994 1
419 746 1
509 977 2
763 884 2
602 777 1
124 148 2
781 918 1
211 796 1
423 452 1
782 964 2
301 705 2
56 541 2
756 811 2
851 971 1
584 806 1
326 600 2
358 483 1
639 815 2
115 805 1
756 838 2
590 762 1
592 779 1
440 799 2
26 903 2
263 492 1
269 804 1
815 835 1
161 641 1
395 960 2
719 937 2
298 835 2
162 409 1
328 386 2
468 507 1
59 450 1
260 399 1
9 724 1
430 781 2
347 804 1
96 589 1
324 838 1
340 830 2
211 853 1
9 880 2
821 951 2
83 772 2
398 404 2
106 278 2
1 217 1
30 329 1
580 945 2
468 599 2
379 955 1
180 455 1
133 623 2
120 301 2
633 879 2
247 494 1
42 875 2
446 782 1
191 304 1
799 911 2
386 469 1
347 937 2
253 660 2
478 596 1
148 461 1
360 588 1
98 125 2
363 562 2
112 445 1
100 350 2
778 903 1
176 282 2
16 925 2
532 735 2
438 604 1
594 890 1
726 994 2
577 714 2
257 461 1
241 445 2
315 423 1
457 536 1
261 884 1
16 486 2
326 738 1
303 882 2
565 714 2
787 805 2
420 963 2
632 745 2
668 934 2
15 411 2
72 591 2
262 987 1
16 524 1
60 152 2
628 899 2
222 756 2
443 697 1
364 431 2
843 980 1
251 811 1
733 737 1
25 228 1
252 445 1
555 690 2
76 243 1
421 603 1
427 794 2
32 367 2
301 934 2
456 887 1
900 901 2
488 932 2
669 884 1
206 743 1
179 829 2
130 294 2
113 946 2
95 642 1
178 509 1
134 868 1
197 428 2
370 420 1
434 723 2
12 314 2
170 177 2
409 949 1
569 629 1
256 721 1
153 554 2
485 866 2
198 478 1
724 855 2
318 916 2
125 456 2
463 550 1
275 382 2
546 945 1
73 998 2
353 969 2
656 661 1
94 188 2
4 555 2
236 377 2
89 578 1
336 718 1
325 419 1
122 170 1
421 549 1
293 432 1
453 494 1
498 912 2
66 378 2
159 246 2
243 540 2
89 730 2
681 901 2
319 814 2
384 700 1
630 676 2
605 622 1
190 833 1
902 910 1
15 763 1
320 347 1
346 767 1
80 263 2
108 654 2
30 936 2
775 948 2
89 411 1
276 401 2
175 474 2
289 337 1
210 489 2
605 934 2
761 893 1
312 435 1
392 806 2
12 103 1
545 937 2
30 157 1
132 727 1
151 186 1
678 901 1
153 564 1
162 558 2
292 927 1
681 886 2
840 869 2
21 951 2
148 868 1
175 614 1
718 822 2
77 652 1
28 138 2
78 569 2
215 791 2
386 423 2
667 738 1
159 213 1
480 963 2
891 903 1
653 982 2
621 713 1
263 652 1
536 868 2
62 565 1
343 583 2
56 226 1
359 571 2
426 861 2
503 753 1
213 367 2
57 794 2
180 403 1
338 860 2
233 736 2
437 981 2
804 881 1
261 833 2
372 402 2
215 273 2
45 967 1
220 778 1
155 553 2
866 929 1
81 178 1
290 780 1
233 640 1
769 970 1
367 781 1
132 136 1
621 764 2
309 888 1
256 566 1
479 915 2
69 459 1
24 676 2
474 694 1
451 830 2
363 954 2
713 805 2
358 637 2
529 789 2
692 884 2
318 386 1
6 484 1
186 867 2
708 944 1
87 403 2
491 517 1
1 693 2
191 812 2
220 658 1
734 919 1
168 312 2
240 715 2
56 730 1
535 569 1
302 489 2
845 846 2
763 920 2
490 600 2
861 984 2
538 932 1
130 785 1
400 600 1
412 731 1
256 910 1
130 273 2
137 985 2
295 858 2
138 154 2
452 584 2
590 639 2
163 231 2
438 805 2
75 441 1
484 930 1
550 892 1
348 928 2
539 648 2
537 760 2
128 171 1
347 560 2
11 680 2
754 809 2
591 882 1
392 475 1
192 347 1
511 993 1
271 414 2
706 933 1
157 676 1
83 708 2
66 490 2
275 1000 2
91 413 1
518 968 2
89 143 2
249 288 1
257 295 1
737 866 2
336 892 1
459 482 2
382 675 2
825 960 1
805 816 2
628 939 1
731 855 1
348 476 2
123 570 1
10 67 2
122 434 1
288 836 1
387 829 2
88 975 1
252 299 2
507 717 2
301 613 1
292 721 2
200 466 1
287 588 1
124 314 2
319 332 1
35 913 2
779 891 2
106 239 2
303 567 1
568 913 1
67 608 2
377 723 2
524 934 1
98 484 2
588 789 2
153 169 2
200 532 1
404 491 2
84 655 1
304 412 2
704 764 1
62 549 2
278 781 1
63 953 2
820 962 1
294 809 1
212 937 2
171 380 1
571 856 1
336 422 1
674 725 2
76 901 1
730 832 2
810 934 2
704 979 1
420 426 1
351 539 1
309 977 2
259 471 2
174 373 1
122 680 1
729 857 1
878 988 2
562 849 2
236 763 2
602 631 1
162 542 1
677 806 2
489 695 1
42 329 2
496 505 2
772 942 1
691 748 2
3 951 2
348 813 2
255 297 1
524 955 2
622 677 2
770 916 1
602 878 2
303 430 2
189 562 2
336 793 2
286 855 2
613 821 1
600 625 2
139 482 1
313 557 2
37 107 2
67 187 1
732 947 1
533 817 1
485 626 1
289 999 2
275 554 2
164 865 2
605 971 2
169 717 1
472 476 2
573 773 1
671 821 2
175 661 2
448 653 2
545 755 1
411 923 2
8 292 1
345 840 2
474 522 1
35 667 2
177 386 1
874 977 2
4 423 2
822 849 2
441 687 1
305 838 1
338 384 2
354 775 2
152 514 2
64 539 2
621 648 2
454 980 1
54 369 1
25 532 1
6 215 2
411 560 1
147 496 1
429 852 2
171 411 1
101 232 2
115 215 2
175 451 1
298 910 1
125 581 1
83 489 1
21 262 2
123 319 1
207 539 2
693 988 2
692 722 1
330 893 1
610 878 2
519 724 2
144 316 1
492 925 2
108 299 1
651 916 1
523 969 2
135 869 1
68 350 2
8 312 2
518 991 1
275 532 2
27 406 1
477 771 1
5 22 1
303 755 1
423 904 2
700 996 1
487 868 1
515 779 2
249 447 2
13 104 2
153 418 2
214 804 1
223 244 2
484 634 1
580 820 1
333 713 1
58 853 2
489 755 1
48 322 1
97 434 1
412 837 1
370 962 2
989 996 1
418 775 2
596 796 1
79 526 1
578 646 2
306 359 2
250 599 2
776 905 2
779 824 2
129 133 2
104 651 1
63 186 2
288 611 2
166 594 1
460 498 1
642 827 2
333 996 2
480 501 2
47 803 2
457 661 2
32 364 1
307 893 2
229 696 1
422 946 1
565 594 2
129 613 2
271 311 1
543 841 1
531 875 2
727 790 1
132 137 1
237 320 2
414 784 2
677 915 2
333 447 2
250 448 2
504 832 1
400 705 1
490 539 1
442 861 1
100 410 2
505 518 1
669 825 2
653 997 2
200 842 1
300 677 1
88 893 2
915 974 2
475 640 2
380 902 1
22 101 2
707 969 1
66 758 2
497 916 1
319 374 1
303 700 1
54 82 1
108 585 2
194 414 2
292 479 1
204 965 1
480 906 2
524 779 2
23 96 1
393 668 2
262 657 2
44 941 2
104 951 2
53 361 1
578 999 1
407 989 1
194 230 2
803 937 2
275 829 2
378 924 2
663 746 2
55 122 2
375 602 1
768 825 2
304 638 1
668 963 2
561 572 2
108 757 1
452 888 1
849 854 1
11 142 2
497 771 1
680 782 1
151 855 2
47 210 2
265 576 2
698 810 2
8 458 1
767 917 1
132 485 2
338 912 1
302 995 1
257 650 1
351 943 2
489 914 2
539 775 1
128 630 1
50 587 1
231 670 1
143 439 2
620 868 2
81 634 2
201 544 2
62 897 2
529 635 2
127 175 1
394 699 1
61 821 1
707 746 1
263 712 2
65 883 1
327 477 2
654 735 1
337 638 1
798 886 1
148 917 1
102 976 2
271 365 1
237 397 1
535 906 1
304 826 2
644 674 1
656 822 1
365 377 1
222 570 1
346 406 2
487 933 1
213 634 2
837 998 2
194 525 1
16 795 2
485 553 2
324 425 2
558 640 1
744 901 2
71 884 1
43 848 2
236 394 1
194 815 1
21 467 1
184 682 1
774 835 2
625 704 1
91 604 2
639 879 2
401 434 1
266 308 1
60 964 1
598 934 1
130 568 2
138 439 1
172 175 1
297 346 1
3 428 1
738 815 1
186 853 1
519 732 2
390 854 2
555 691 1
411 716 1
214 625 1
326 572 1
7 352 1
428 508 1
150 173 1
76 718 1
131 209 2
34 811 2
274 815 2
224 793 2
155 160 2
82 501 1
602 781 2
359 710 2
12 904 1
182 228 1
74 161 1
134 401 2
602 788 1
142 491 2
590 724 2
687 888 1
298 868 2
109 306 2
122 316 2
36 364 1
6 760 2
74 460 2
382 473 1
832 982 2
736 996 1
227 900 1
631 781 1
611 950 1
341 423 2
303 784 1
412 964 2
13 305 1
341 791 2
132 834 2
43 620 1
181 914 2
588 974 2
309 456 2
10 496 1
525 762 2
156 738 1
251 270 1
822 871 1
185 254 1
373 379 2
484 712 2
137 649 1
9 75 2
162 759 1
893 975 1
398 422 1
377 634 1
6 292 2
698 917 1
28 140 2
541 866 2
69 771 2
122 955 2
247 804 1
402 436 1
77 558 2
792 957 1
559 745 1
517 951 1
763 905 1
293 462 1
28 608 2
159 327 1
475 972 2
821 827 1
465 470 2
430 982 1
421 691 1
538 561 2
840 995 1
634 664 2
33 853 2
159 973 1
450 782 1
347 930 2
410 982 2
631 878 1
216 417 1
7 124 1
713 742 2
315 897 1
681 950 1
285 590 1
266 299 1
523 783 2
255 765 1
206 418 1
478 892 2
32 164 2
821 960 1
40 500 1
686 805 2
527 774 1
706 998 1
68 998 1
244 309 2
563 759 2
231 544 2
64 832 1
70 191 2
331 817 2
184 293 2
313 674 1
399 954 1
23 518 1
412 773 1
421 452 1
139 784 1
450 783 1
64 752 2
238 264 1
390 447 1
799 951 1
90 399 1
587 796 1
201 245 1
585 613 2
38 548 1
542 970 1
297 762 1
506 998 2
42 307 1
390 456 1
709 748 1
260 674 2
259 571 1
22 505 1
333 504 1
261 925 2
847 899 1
182 576 2
495 629 1
601 741 1
703 848 1
79 549 2
118 241 1
105 875 1
348 708 2
823 950 2
128 821 1
217 988 2
542 826 1
28 462 2
356 787 1
358 815 1
209 349 2
78 791 1
611 624 2
201 460 2
97 361 1
471 540 1
284 936 2
220 230 2
504 617 2
521 703 2
100 775 1
53 439 1
26 664 2
357 792 1
138 899 2
353 648 2
63 66 2
12 958 1
447 702 2
103 286 1
404 931 2
369 780 1
509 645 1
305 998 1
199 848 1
113 931 2
85 255 2
478 728 2
99 945 1
374 799 2
166 168 2
193 361 1
387 807 2
15 145 2
357 541 2
279 740 2
42 981 1
195 996 2
569 879 2
413 766 2
421 625 1
136 977 2
911 1000 2
418 707 1
101 109 1
716 941 1
537 934 1
34 787 1
27 952 2
331 607 1
315 397 2
84 645 1
601 731 1
663 970 2
86 324 2
106 214 1
312 715 2
422 609 2
591 610 2
89 97 1
137 354 2
618 900 1
21 232 1
591 949 1
131 449 2
590 683 1
418 662 1
579 670 1
680 865 1
223 440 2
122 413 1
818 876 2
879 941 1
12 976 1
164 989 2
137 633 1
238 837 1
788 793 1
513 858 2
210 692 2
8 795 2
812 837 1
557 983 2
129 637 1
602 695 1
683 874 1
245 266 1
159 496 1
563 908 1
511 843 2
670 885 2
127 309 2
479 851 2
419 446 1
62 315 1
675 679 2
494 864 1
15 881 2
416 833 2
8 643 1
514 929 1
159 586 2
212 346 1
619 678 1
301 721 1
91 536 1
382 489 2
822 958 1
508 910 2
169 986 1
745 805 1
149 804 1
373 500 2
678 942 1
680 857 1
149 199 1
650 909 1
537 679 2
109 644 2
413 976 2
192 983 1
803 878 2
289 970 1
292 297 1
516 713 2
591 835 1
388 833 2
423 531 2
831 929 1
347 846 2
769 827 1
6 922 1
77 219 1
748 752 1
98 845 2
473 855 2
143 838 2
163 735 2
313 387 1
264 731 2
209 411 2
169 456 1
403 830 1
116 919 1
68 644 2
150 228 1
301 702 2
571 734 2
435 650 2
152 236 2
265 631 2
32 968 2
39 616 2
85 692 2
448 877 2
469 568 2
921 955 2
562 587 1
449 785 2
177 650 1
149 852 1
131 872 2
37 583 1
143 423 1
589 668 1
793 821 2
784 937 1
653 762 1
78 375 1
443 482 2
795 865 2
639 818 2
192 778 1
154 189 1
475 476 2
174 531 2
790 979 1
642 933 2
74 801 1
415 422 2
207 700 1
272 601 2
57 284 1
214 275 1
112 851 2
444 690 1
191 211 2
467 582 1
114 582 1
117 212 1
300 590 2
465 963 1
13 597 2
17 769 2
86 785 1
337 723 1
556 911 1
542 740 1
19 890 2
473 734 1
294 769 2
607 848 1
569 598 1
68 477 2
435 900 2
763 830 1
203 955 1
478 899 2
801 867 2
850 898 2
695 784 1
313 805 1
392 887 1
483 715 2
103 792 2
115 494 2
483 610 1
